step,tokens,flops,loss_nats_raw,loss_nats_smooth50,bits_per_token_smooth50,flops_per_bit_reduction
3020,12369920,3.66759e+16,1.3477,1.3002,1.8758,2.66904e+15
3030,12410880,3.67974e+16,1.3264,1.3020,1.8784,2.67839e+15
3040,12451840,3.69188e+16,1.3193,1.3045,1.8820,2.68792e+15
3050,12492800,3.70403e+16,1.2247,1.3064,1.8847,2.6973e+15
3060,12533760,3.71617e+16,1.4089,1.3051,1.8829,2.70579e+15
3070,12574720,3.72831e+16,1.3325,1.3077,1.8866,2.71536e+15
3080,12615680,3.74046e+16,1.3012,1.3089,1.8884,2.72456e+15
3090,12656640,3.7526e+16,1.3745,1.3083,1.8874,2.73322e+15
3100,12697600,3.76475e+16,1.2243,1.3081,1.8872,2.74202e+15
3110,12738560,3.77689e+16,0.8240,1.2961,1.8699,2.74739e+15
3120,12779520,3.78904e+16,1.1828,1.2921,1.8641,2.75508e+15
3130,12820480,3.80118e+16,1.1435,1.2879,1.8581,2.7627e+15
3140,12861440,3.81333e+16,1.0179,1.2810,1.8480,2.7695e+15
3150,12902400,3.82547e+16,1.1789,1.2789,1.8451,2.77773e+15
3160,12943360,3.83761e+16,1.3662,1.2811,1.8482,2.78718e+15
3170,12984320,3.84976e+16,1.3018,1.2802,1.8469,2.79574e+15
3180,13025280,3.8619e+16,1.1470,1.2766,1.8418,2.8035e+15
3190,13066240,3.87405e+16,0.8752,1.2689,1.8306,2.81005e+15
3200,13107200,3.88619e+16,1.4478,1.2690,1.8308,2.81889e+15
3210,13148160,3.89834e+16,1.9422,1.2833,1.8514,2.83192e+15
3220,13189120,3.91048e+16,1.9227,1.2988,1.8738,2.84539e+15
3230,13230080,3.92262e+16,1.6119,1.3051,1.8829,2.85611e+15
3240,13271040,3.93477e+16,1.4641,1.3025,1.8792,2.86418e+15
3250,13312000,3.94691e+16,1.3997,1.3055,1.8835,2.87391e+15
3260,13352960,3.95906e+16,1.3379,1.3044,1.8818,2.88241e+15
3270,13393920,3.9712e+16,1.3091,1.3102,1.8902,2.89302e+15
3280,13434880,3.98335e+16,1.2586,1.3077,1.8866,2.90111e+15
3290,13475840,3.99549e+16,1.2163,1.3035,1.8806,2.90868e+15
3300,13516800,4.00763e+16,1.2262,1.3063,1.8846,2.91837e+15
3310,13557760,4.01978e+16,1.1927,1.3040,1.8813,2.9265e+15
3320,13598720,4.03192e+16,1.2131,1.3057,1.8838,2.93588e+15
3330,13639680,4.04407e+16,1.5063,1.3226,1.9081,2.94995e+15
3340,13680640,4.05621e+16,1.3007,1.3191,1.9031,2.95773e+15
3350,13721600,4.06836e+16,1.2675,1.3145,1.8964,2.96515e+15
3360,13762560,4.0805e+16,1.2954,1.3151,1.8973,2.97418e+15
3370,13803520,4.09265e+16,1.4482,1.3173,1.9005,2.98372e+15
3380,13844480,4.10479e+16,1.3616,1.3201,1.9046,2.99347e+15
3390,13885440,4.11693e+16,1.1267,1.3168,1.8997,3.00127e+15
3400,13926400,4.12908e+16,0.9704,1.3109,1.8912,3.00826e+15
3410,13967360,4.14122e+16,1.2065,1.3077,1.8866,3.01608e+15
3420,14008320,4.15337e+16,1.3224,1.3042,1.8816,3.02383e+15
3430,14049280,4.16551e+16,1.3787,1.3078,1.8867,3.0338e+15
3440,14090240,4.17766e+16,1.2049,1.3063,1.8845,3.04216e+15
3450,14131200,4.1898e+16,1.3873,1.3102,1.8903,3.05229e+15
3460,14172160,4.20194e+16,1.2017,1.3108,1.8910,3.0613e+15
3470,14213120,4.21409e+16,1.3306,1.3045,1.8819,3.06812e+15
3480,14254080,4.22623e+16,1.2080,1.2930,1.8653,3.07324e+15
3490,14295040,4.23838e+16,1.0734,1.2895,1.8604,3.08096e+15
3500,14336000,4.25052e+16,1.2167,1.2881,1.8583,3.08933e+15
3510,14376960,4.26267e+16,1.3457,1.2918,1.8637,3.09937e+15
3520,14417920,4.27481e+16,1.4129,1.2931,1.8656,3.10863e+15
3530,14458880,4.28695e+16,1.4454,1.2955,1.8690,3.11824e+15
3540,14499840,4.2991e+16,1.6643,1.3024,1.8790,3.12934e+15
3550,14540800,4.31124e+16,1.5978,1.3099,1.8898,3.14064e+15
3560,14581760,4.32339e+16,1.2926,1.3076,1.8864,3.14872e+15
